Artwork_Name,Artist Name,Artist Reputation,Sculpture_Type,Material,Height,Width,Weight,Creation_Year,Artwork_Age,Artist_Alive,Aesthetic_Descriptor,Provenance,Previous_Auction_Price,Price
Contemporary_Linda_5390,Linda Pugh,0.19,Contemporary,Stone,,7.0,126928.0,1859,166,No,Vibrant,Auctioned in New York,85.42,87.62
Minimalist_Frank_5391,Frank Lopez,,Minimalist,Stone,31.0,17.0,4670755.0,1899,126,No,Expressive,Auctioned in New York,3279.15,4227.34
Baroque_Emily_5392,Emily Lieber,0.23,Baroque,Stone,11.0,7.0,48671.0,1964,61,Yes,Minimal,Private Collection,73.95,68.45
Baroque_Wilma_5393,Wilma Young,0.85,Baroque,Stone,,14.0,1258979.0,2011,14,Yes,Intricate,Museum Deaccession,12445.45,12289.89
Abstract_Mildred_5394,Mildred Allison,0.7,Abstract,Marble,6.0,4.0,1983.0,1857,168,No,Expressive,Auctioned in New York,4.31,5.39
Abstract_David_5395,David Goings,0.76,Abstract,Bronze,32.0,8.0,15816.0,1858,167,No,Intricate,Gallery Exhibition,7.74,10.87
Modern_Jamie_5396,Jamie Roper,0.94,Modern,Aluminium,,9.0,791.0,2004,21,Yes,Polished,Auctioned in London,2.8,3.23
Classical_Mary_5397,Mary Stewart,0.16,Classical,Clay,35.0,15.0,8209.0,1869,156,No,Vibrant,Auctioned in London,3.74,5.25
Renaissance_Sara_5398,Sara Speck,0.25,Renaissance,Aluminium,38.0,16.0,3809.0,1927,98,No,Minimal,Private Collection,2.48,3.03
Classical_David_5399,David Shulz,0.38,Classical,Brass,14.0,8.0,7593.0,1986,39,Yes,Vibrant,Museum Deaccession,24.48,22.93
Minimalist_Anne_5400,Anne Quarles,0.19,Minimalist,Brass,32.0,15.0,,1990,35,Yes,Expressive,Private Collection,136.79,169.06
Baroque_Ann_5401,Ann Shipton,0.97,Baroque,Aluminium,6.0,5.0,108.0,2008,17,Yes,Polished,Private Collection,4.41,5.15
Minimalist_Graham_5402,Graham Macquarrie,0.3,Minimalist,Marble,26.0,11.0,241037.0,1890,135,No,Polished,Museum Deaccession,319.16,500.38
Baroque_Kevin_5403,Kevin Brown,0.17,Baroque,Wood,36.0,16.0,676.0,2006,19,Yes,Polished,Inherited Estate,4.46,5.56
Contemporary_Ray_5404,Ray Gonzalez,0.9,Contemporary,Bronze,27.0,,23226.0,1911,114,No,Vibrant,Museum Deaccession,61.33,56.51
Modern_Jennifer_5405,Jennifer Kubiszewski,0.98,Modern,,,6.0,1340.0,1892,133,No,Intricate,Auctioned in New York,6.69,7.79
Contemporary_Brenda_5406,Brenda Herzberg,0.1,Contemporary,Brass,17.0,9.0,7157.0,1940,85,No,Polished,Gallery Exhibition,13.38,12.27
Modern_Elizabeth_5407,Elizabeth Maes,0.94,Modern,Clay,27.0,20.0,9122.0,1950,75,No,Expressive,Museum Deaccession,14.79,22.21
Minimalist_Elvira_5408,Elvira Ruff,0.24,Minimalist,,14.0,7.0,42902.0,1933,92,No,Minimal,Acquired from Artist,112.25,162.03
Baroque_Joseph_5409,Joseph Washington,0.68,Baroque,Stone,45.0,24.0,23884847.0,1868,157,No,Minimal,Gallery Exhibition,38452.03,54663.48
Baroque_Cynthia_5410,Cynthia Walden,0.6,Baroque,Aluminium,11.0,6.0,132.0,1973,52,Yes,Elegant,Gallery Exhibition,6.96,6.55
Abstract_Ralph_5411,Ralph Yeatts,0.09,Abstract,Brass,30.0,15.0,46855.0,1943,82,No,Vibrant,Gallery Exhibition,54.3,74.06
Classical_Leah_5412,Leah Kelly,0.98,Classical,Marble,23.0,12.0,384282.0,1919,106,No,Rustic,Museum Deaccession,2516.23,3558.24
Abstract_Diane_5413,Diane Robinson,0.43,Abstract,Stone,16.0,6.0,55498.0,1943,82,No,Vibrant,Auctioned in London,90.65,139.06
Classical_Flora_5414,Flora Spencer,0.16,Classical,,15.0,6.0,535.0,1897,128,No,Rustic,Acquired from Artist,2.92,3.93
Contemporary_Kelly_5415,Kelly Harden,0.28,Contemporary,,33.0,7.0,,1904,121,No,Elegant,Auctioned in New York,5.28,6.69
Classical_Alejandro_5416,Alejandro Rodriguez,,Classical,Aluminium,23.0,,819.0,1998,27,Yes,Rustic,Private Collection,5.54,5.69
Modern_Martin_5417,Martin Rundlett,0.26,Modern,Bronze,4.0,3.0,36.0,1902,123,No,Minimal,Private Collection,2.64,3.96
Contemporary_Richard_5418,Richard Maldonado,0.68,Contemporary,Aluminium,21.0,,1578.0,1990,35,Yes,Elegant,Gallery Exhibition,3.08,4.64
Baroque_Mark_5419,Mark Guajardo,0.9,Baroque,Wood,23.0,13.0,433.0,1929,96,No,Rustic,Acquired from Artist,6.07,5.85
Abstract_Ann_5420,Ann Menden,0.92,Abstract,Wood,8.0,4.0,55.0,1850,175,No,Intricate,Gallery Exhibition,5.53,6.89
Classical_Guadalupe_5421,Guadalupe Welch,0.07,Classical,Clay,10.0,5.0,302.0,1947,78,No,Elegant,Auctioned in New York,2.59,3.65
Classical_Jeffrey_5422,Jeffrey Marino,0.11,Classical,Marble,16.0,8.0,50207.0,1925,100,No,Intricate,Gallery Exhibition,30.77,30.19
Baroque_Steven_5423,Steven Smith,0.72,Baroque,Brass,37.0,19.0,107958.0,1867,158,No,Polished,Gallery Exhibition,339.69,443.38
Minimalist_Dwight_5424,Dwight Robertson,0.55,Minimalist,Wood,31.0,11.0,356.0,1979,46,Yes,Polished,Acquired from Artist,4.13,4.08
Abstract_Ronald_5425,Ronald Siano,0.3,Abstract,Wood,,7.0,63.0,1865,160,No,Polished,Auctioned in London,5.58,5.38
Abstract_Brandy_5426,Brandy Marler,0.54,Abstract,,16.0,6.0,5249.0,1993,32,Yes,Intricate,Auctioned in New York,6.91,9.34
Renaissance_Jimmy_5427,Jimmy Beck,0.72,Renaissance,Bronze,12.0,6.0,1008.0,1930,95,No,Expressive,Acquired from Artist,4.42,4.61
Minimalist_Alice_5428,Alice Peterson,0.41,Minimalist,Wood,13.0,6.0,153.0,1960,65,Yes,Vibrant,Inherited Estate,5.31,5.26
Renaissance_Gary_5429,Gary Benway,0.39,Renaissance,Brass,39.0,,,1892,133,No,Elegant,Inherited Estate,719.98,1066.13
Contemporary_Linda_5430,Linda Silvis,0.46,Contemporary,Clay,16.0,7.0,786.0,1963,62,Yes,Intricate,Auctioned in London,5.07,6.73
Abstract_Milton_5431,Milton Boyer,0.84,Abstract,Marble,,22.0,2358378.0,1886,139,No,Minimal,Inherited Estate,10338.3,10899.28
Classical_Yolanda_5432,Yolanda Paynter,0.64,Classical,Stone,17.0,9.0,203488.0,1941,84,No,Elegant,Inherited Estate,398.03,468.2
Baroque_Robert_5433,Robert Oddi,0.81,Baroque,Clay,32.0,11.0,2431.0,1852,173,No,Minimal,Inherited Estate,5.53,7.12
Baroque_Thelma_5434,Thelma Vandenberg,,Baroque,,6.0,5.0,,1929,96,No,Rustic,Inherited Estate,4.62,5.43
Minimalist_Catherine_5435,Catherine Markham,0.27,Minimalist,Stone,15.0,8.0,132045.0,1981,44,Yes,Rustic,Auctioned in London,279.18,436.91
Minimalist_Sheryl_5436,Sheryl Mccann,0.64,Minimalist,Wood,15.0,8.0,155.0,1868,157,No,Minimal,Gallery Exhibition,3.55,4.15
Renaissance_Kristi_5437,Kristi Carr,0.75,Renaissance,Brass,41.0,11.0,73981.0,1999,26,Yes,Vibrant,Auctioned in London,581.17,660.15
Contemporary_Emily_5438,Emily Bank,0.4,Contemporary,Brass,26.0,10.0,15590.0,1950,75,No,Intricate,Auctioned in London,18.09,22.03
Baroque_Stacy_5439,Stacy Benton,0.4,Baroque,Marble,8.0,4.0,3601.0,1964,61,Yes,Intricate,Auctioned in New York,14.92,22.32
Classical_Margaret_5440,Margaret Cole,0.59,Classical,Bronze,24.0,6.0,,1862,163,No,Expressive,Private Collection,30.03,41.41
Modern_Lee_5441,Lee Thomas,,Modern,,53.0,12.0,4695.0,1955,70,Yes,Vibrant,Auctioned in New York,10.86,9.98
Baroque_Janet_5442,Janet West,0.55,Baroque,Marble,14.0,7.0,48791.0,1876,149,No,Elegant,Gallery Exhibition,274.78,396.47
Baroque_Ralph_5443,Ralph Ray,,Baroque,Wood,9.0,5.0,58.0,1967,58,Yes,Polished,Auctioned in New York,3.39,4.99
Renaissance_Francisco_5444,Francisco Thal,0.65,Renaissance,Wood,41.0,10.0,508.0,1942,83,No,Rustic,Acquired from Artist,4.1,6.27
Abstract_Michael_5445,Michael Wilkins,0.77,Abstract,Clay,28.0,13.0,4900.0,1968,57,Yes,Polished,Auctioned in London,20.29,28.02
Contemporary_Gwendolyn_5446,Gwendolyn Sandell,0.1,Contemporary,Aluminium,17.0,6.0,293.0,1978,47,Yes,Vibrant,Private Collection,3.78,5.54
Baroque_David_5447,David Greene,0.02,Baroque,,22.0,11.0,507115.0,2017,8,Yes,Intricate,Acquired from Artist,1055.81,1262.01
Classical_Tamika_5448,Tamika Robinson,0.25,Classical,Stone,14.0,6.0,41940.0,1985,40,Yes,Elegant,Acquired from Artist,119.84,109.61
Modern_Gertrude_5449,Gertrude Sterry,0.63,Modern,Wood,16.0,6.0,145.0,2008,17,Yes,Expressive,Auctioned in New York,2.52,3.89
Abstract_Jennifer_5450,Jennifer Binder,0.39,Abstract,Clay,57.0,36.0,21456.0,1966,59,Yes,Expressive,Private Collection,24.24,22.79
Abstract_Cindy_5451,Cindy Norley,0.84,Abstract,Brass,26.0,10.0,11491.0,2010,15,Yes,Intricate,Acquired from Artist,24.29,27.58
Modern_Opal_5452,Opal Grubbs,,Modern,Stone,12.0,6.0,28674.0,1883,142,No,Vibrant,Acquired from Artist,14.83,20.63
Renaissance_James_5453,James Means,0.49,Renaissance,Stone,40.0,16.0,8385994.0,1988,37,Yes,Polished,Auctioned in New York,11791.59,14458.96
Minimalist_Stephanie_5454,Stephanie Sanchez,0.17,Minimalist,Wood,18.0,6.0,166.0,1851,174,No,Expressive,Inherited Estate,3.22,3.76
Contemporary_Joan_5455,Joan Holliday,,Contemporary,,28.0,11.0,13565.0,1933,92,No,Polished,Gallery Exhibition,16.68,21.01
Minimalist_Daniel_5456,Daniel Schlau,0.78,Minimalist,Aluminium,24.0,7.0,591.0,1862,163,No,Vibrant,Acquired from Artist,3.38,4.33
Baroque_Joshua_5457,Joshua Wilson,0.36,Baroque,Marble,15.0,7.0,30563.0,1879,146,No,Expressive,Auctioned in London,48.08,57.01
Minimalist_Edward_5458,Edward Thompson,0.04,Minimalist,Wood,13.0,7.0,123.0,2019,6,Yes,Elegant,Auctioned in New York,3.68,3.92
Classical_William_5459,William Winograd,,Classical,Brass,3.0,2.0,,1874,151,No,Vibrant,Private Collection,4.8,6.12
Contemporary_Gregory_5460,Gregory Robinson,0.14,Contemporary,Bronze,22.0,8.0,3387.0,1986,39,Yes,Polished,Inherited Estate,4.05,5.84
Abstract_Devon_5461,Devon Antillon,0.5,Abstract,Stone,39.0,6.0,923841.0,1969,56,Yes,Elegant,Acquired from Artist,2794.82,3926.8
Classical_Christopher_5462,Christopher Moro,0.39,Classical,Marble,4.0,4.0,291.0,1882,143,No,Intricate,Auctioned in New York,3.4,3.74
Abstract_Walter_5463,Walter Patterson,,Abstract,Marble,17.0,11.0,126770.0,1900,125,No,Minimal,Auctioned in London,370.18,533.85
Contemporary_Jeanette_5464,Jeanette Gonzalez,0.29,Contemporary,Brass,4.0,4.0,217.0,1894,131,No,Vibrant,Private Collection,4.77,4.89
Baroque_Lucretia_5465,Lucretia Bordelon,0.23,Baroque,Clay,20.0,8.0,1089.0,1916,109,No,Expressive,Private Collection,2.17,3.27
Baroque_Maria_5466,Maria Jeske,,Baroque,Brass,23.0,7.0,,1982,43,Yes,Polished,Gallery Exhibition,35.47,33.77
Contemporary_Bert_5467,Bert Bradstreet,0.71,Contemporary,Marble,8.0,4.0,2573.0,1857,168,No,Expressive,Acquired from Artist,5.03,7.49
Abstract_Tracy_5468,Tracy Anderson,,Abstract,,36.0,13.0,35021.0,1923,102,No,Vibrant,Acquired from Artist,113.13,130.23
Modern_George_5469,George Hachey,0.9,Modern,Clay,11.0,6.0,401.0,2017,8,Yes,Expressive,Inherited Estate,3.49,4.28
Minimalist_Sadie_5470,Sadie Phillips,,Minimalist,Clay,13.0,8.0,428.0,1912,113,No,Intricate,Auctioned in New York,5.16,6.45
Minimalist_Allen_5471,Allen Johnson,0.48,Minimalist,Bronze,30.0,11.0,11623.0,1938,87,No,Rustic,Acquired from Artist,7.72,12.85
Renaissance_Neil_5472,Neil Voss,0.2,Renaissance,Brass,7.0,5.0,451.0,1909,116,No,Intricate,Museum Deaccession,5.18,6.75
Renaissance_Van_5473,Van Crosson,0.56,Renaissance,Wood,24.0,,413.0,1860,165,No,Vibrant,Private Collection,7.02,6.99
Minimalist_Mary_5474,Mary Sease,0.3,Minimalist,Stone,9.0,4.0,4258.0,1934,91,No,Expressive,Inherited Estate,6.83,7.69
Contemporary_Steve_5475,Steve Blevins,0.54,Contemporary,Brass,12.0,8.0,5858.0,1912,113,No,Polished,Private Collection,18.4,16.93
Classical_Phillip_5476,Phillip Oneil,0.38,Classical,Marble,15.0,6.0,20659.0,1975,50,Yes,Expressive,Acquired from Artist,136.4,133.3
Baroque_James_5477,James Jelinek,0.34,Baroque,,23.0,9.0,667.0,1974,51,Yes,Elegant,Inherited Estate,2.24,3.66
Classical_Kelly_5478,Kelly Reynolds,0.96,Classical,Stone,21.0,11.0,351741.0,1954,71,Yes,Intricate,Inherited Estate,1922.34,2935.93
Baroque_Lois_5479,Lois Lind,0.49,Baroque,Bronze,28.0,11.0,14427.0,1940,85,No,Rustic,Auctioned in London,47.68,48.75
Classical_Virginia_5480,Virginia Mcgee,0.47,Classical,Stone,35.0,14.0,3398653.0,1923,102,No,Polished,Acquired from Artist,6659.2,7870.75
Baroque_Kim_5481,Kim Clyde,0.28,Baroque,Clay,26.0,15.0,6420.0,1989,36,Yes,Intricate,Private Collection,19.67,18.25
Contemporary_Robert_5482,Robert Gonzalez,0.07,Contemporary,Stone,31.0,,910916.0,1989,36,Yes,Elegant,Auctioned in London,761.15,814.89
Renaissance_Thomas_5483,Thomas Gilbert,0.15,Renaissance,Bronze,13.0,7.0,1335.0,1996,29,Yes,Expressive,Private Collection,3.5,3.58
Renaissance_Adriana_5484,Adriana Petersen,0.26,Renaissance,Marble,25.0,8.0,196248.0,1916,109,No,Rustic,Auctioned in New York,205.29,212.71
Renaissance_Esther_5485,Esther Gonzales,0.7,Renaissance,Stone,33.0,,1255108.0,1972,53,Yes,Polished,Private Collection,7765.76,9366.86
Renaissance_Chin_5486,Chin Bridges,0.38,Renaissance,Bronze,19.0,9.0,4554.0,1945,80,No,Expressive,Museum Deaccession,13.73,14.64
Renaissance_Alejandrina_5487,Alejandrina Massey,,Renaissance,Wood,40.0,15.0,961.0,1889,136,No,Elegant,Private Collection,4.53,4.28
Renaissance_David_5488,David Collins,0.64,Renaissance,Marble,48.0,20.0,6887736.0,1896,129,No,Minimal,Museum Deaccession,25655.25,39736.29
Modern_Delphia_5489,Delphia Moreta,,Modern,Clay,42.0,18.0,5194.0,1949,76,No,Vibrant,Inherited Estate,15.16,18.15
Renaissance_Courtney_5490,Courtney Myers,0.81,Renaissance,Bronze,9.0,5.0,1100.0,1933,92,No,Expressive,Museum Deaccession,3.96,6.0
Classical_Henry_5491,Henry Bellantoni,0.39,Classical,Marble,34.0,12.0,799552.0,1921,104,No,Intricate,Auctioned in New York,709.92,869.68
Renaissance_Terrance_5492,Terrance Ashby,0.83,Renaissance,Aluminium,15.0,6.0,372.0,1981,44,Yes,Elegant,Auctioned in London,3.33,4.15
Abstract_Dorathy_5493,Dorathy Kath,0.64,Abstract,Stone,16.0,8.0,100308.0,1965,60,Yes,Minimal,Auctioned in New York,78.38,117.87
Contemporary_Leroy_5494,Leroy Wallis,0.17,Contemporary,Stone,,20.0,4760582.0,1909,116,No,Polished,Gallery Exhibition,11363.99,15266.1
Contemporary_Chester_5495,Chester Jones,0.87,Contemporary,Aluminium,26.0,12.0,1754.0,1973,52,Yes,Rustic,Acquired from Artist,6.29,6.03
Renaissance_Rodney_5496,Rodney Wilkerson,,Renaissance,Aluminium,32.0,16.0,3652.0,1908,117,No,Vibrant,Auctioned in New York,17.07,18.53
Classical_Margaret_5497,Margaret Rowe,0.56,Classical,Bronze,29.0,8.0,10931.0,1990,35,Yes,Elegant,Auctioned in New York,9.88,14.11
Baroque_William_5498,William Aaron,0.23,Baroque,Aluminium,8.0,5.0,134.0,1921,104,No,Elegant,Inherited Estate,4.75,4.66
Classical_Doris_5499,Doris Watson,0.44,Classical,Marble,17.0,9.0,110941.0,1881,144,No,Expressive,Private Collection,233.82,364.32
Abstract_Lawrence_5500,Lawrence Peltz,,Abstract,,38.0,15.0,1997294.0,1977,48,Yes,Intricate,Auctioned in New York,4692.39,7771.15
Classical_Jennifer_5501,Jennifer Bell,0.16,Classical,Wood,18.0,11.0,99.0,1977,48,Yes,Intricate,Inherited Estate,2.83,4.19
Renaissance_William_5502,William Nicholson,0.35,Renaissance,Wood,19.0,14.0,545.0,1999,26,Yes,Rustic,Auctioned in New York,2.36,3.84
Classical_Willa_5503,Willa Palmquist,,Classical,Stone,34.0,10.0,1343791.0,1909,116,No,Polished,Auctioned in New York,3547.17,5117.29
Renaissance_Terri_5504,Terri Whitaker,0.57,Renaissance,Brass,22.0,14.0,30791.0,1908,117,No,Expressive,Gallery Exhibition,134.9,169.5
Renaissance_Calvin_5505,Calvin Wrenn,0.66,Renaissance,Aluminium,12.0,6.0,423.0,1866,159,No,Elegant,Private Collection,7.47,6.88
Contemporary_Denise_5506,Denise Douglas,,Contemporary,Stone,36.0,17.0,4737505.0,1989,36,Yes,Polished,Acquired from Artist,7713.23,9584.47
Modern_Toni_5507,Toni Carhart,0.61,Modern,Stone,29.0,10.0,418256.0,1883,142,No,Minimal,Gallery Exhibition,1518.45,2016.98
Modern_Frances_5508,Frances Destephen,0.84,Modern,Stone,10.0,4.0,9592.0,1928,97,No,Expressive,Private Collection,54.28,53.06
Contemporary_Verdie_5509,Verdie Hamlin,,Contemporary,Clay,11.0,8.0,421.0,1901,124,No,Elegant,Acquired from Artist,2.09,3.26
Baroque_Patricia_5510,Patricia Cortez,0.89,Baroque,Bronze,27.0,18.0,40389.0,1986,39,Yes,Vibrant,Auctioned in New York,118.23,119.95
Baroque_Lance_5511,Lance Ferro,0.21,Baroque,Aluminium,17.0,6.0,538.0,1930,95,No,Minimal,Private Collection,4.65,5.95
Minimalist_Jeff_5512,Jeff Morrison,0.86,Minimalist,,47.0,12.0,,1991,34,Yes,Expressive,Auctioned in London,52.26,63.71
Modern_Helen_5513,Helen Minton,0.87,Modern,Marble,27.0,15.0,883259.0,1913,112,No,Polished,Private Collection,2583.43,3739.36
Minimalist_Mary_5514,Mary Dunn,0.15,Minimalist,Brass,49.0,22.0,171754.0,1926,99,No,Vibrant,Auctioned in London,103.24,96.15
Modern_Sharon_5515,Sharon Baker,0.19,Modern,Clay,40.0,20.0,9983.0,1954,71,Yes,Polished,Museum Deaccession,26.71,43.06
Renaissance_Edward_5516,Edward Towle,0.07,Renaissance,Aluminium,13.0,8.0,131.0,2011,14,Yes,Elegant,Auctioned in London,7.36,6.8
Baroque_Donnie_5517,Donnie Mitchell,0.23,Baroque,Stone,14.0,6.0,16635.0,1916,109,No,Polished,Auctioned in New York,8.54,13.98
Abstract_Chanda_5518,Chanda Scarborough,,Abstract,Stone,28.0,11.0,1301274.0,2016,9,Yes,Rustic,Acquired from Artist,4244.3,5713.56
Modern_Mario_5519,Mario Zierenberg,,Modern,Brass,28.0,7.0,11501.0,1870,155,No,Intricate,Auctioned in London,79.76,127.3
Classical_Cory_5520,Cory Rodarte,0.29,Classical,Stone,34.0,13.0,2166915.0,1892,133,No,Minimal,Auctioned in London,6847.21,7142.87
Baroque_Janie_5521,Janie Castaneda,0.42,Baroque,Wood,22.0,14.0,386.0,1910,115,No,Intricate,Museum Deaccession,3.8,5.08
Baroque_William_5522,William Miller,0.68,Baroque,Brass,14.0,8.0,4407.0,1988,37,Yes,Rustic,Auctioned in London,23.82,23.29
Classical_Mari_5523,Mari Bouthillette,0.19,Classical,Brass,35.0,21.0,89371.0,1879,146,No,Intricate,Private Collection,200.33,194.63
Contemporary_Virginia_5524,Virginia Turner,0.45,Contemporary,Stone,22.0,9.0,474405.0,1856,169,No,Rustic,Auctioned in London,1200.46,1506.86
Classical_James_5525,James Cox,0.9,Classical,Aluminium,45.0,13.0,3030.0,1997,28,Yes,Intricate,Inherited Estate,33.86,33.56
Modern_Donna_5526,Donna Stump,0.79,Modern,Aluminium,31.0,26.0,5000.0,1909,116,No,Vibrant,Gallery Exhibition,6.2,7.59
Minimalist_Jeff_5527,Jeff Bixby,0.31,Minimalist,Clay,3.0,3.0,33.0,2020,5,Yes,Intricate,Auctioned in London,5.98,5.9
Abstract_Ernest_5528,Ernest Ewing,0.96,Abstract,Stone,32.0,15.0,1641728.0,2018,7,Yes,Expressive,Auctioned in London,2179.27,3093.07
Baroque_Rebecca_5529,Rebecca Heard,0.62,Baroque,Marble,10.0,4.0,6536.0,1877,148,No,Rustic,Gallery Exhibition,18.21,21.41
Classical_Scotty_5530,Scotty Williams,0.07,Classical,Clay,13.0,6.0,367.0,1870,155,No,Intricate,Private Collection,2.62,3.15
Baroque_Charles_5531,Charles Silcox,0.25,Baroque,Wood,11.0,7.0,68.0,1979,46,Yes,Intricate,Acquired from Artist,2.81,4.32
Contemporary_Edna_5532,Edna Castle,0.31,Contemporary,Stone,3.0,3.0,303.0,2013,12,Yes,Expressive,Auctioned in New York,6.27,6.46
Minimalist_Kelly_5533,Kelly Jules,0.45,Minimalist,Wood,25.0,7.0,332.0,1951,74,Yes,Polished,Gallery Exhibition,2.95,3.96
Classical_Beverly_5534,Beverly Hendrickson,0.46,Classical,Aluminium,17.0,7.0,649.0,1922,103,No,Polished,Private Collection,6.37,6.73
Modern_Jimmy_5535,Jimmy Vanscooter,0.04,Modern,Wood,27.0,6.0,293.0,1877,148,No,Intricate,Auctioned in New York,2.73,3.35
Abstract_Kenneth_5536,Kenneth Gerecke,0.8,Abstract,,28.0,11.0,692258.0,1919,106,No,Expressive,Museum Deaccession,2353.38,2688.9
Renaissance_Valarie_5537,Valarie Danielson,0.29,Renaissance,Clay,,11.0,2404.0,1878,147,No,Polished,Acquired from Artist,7.31,7.58
Contemporary_Colin_5538,Colin Ouellette,0.15,Contemporary,,11.0,6.0,872.0,1993,32,Yes,Polished,Inherited Estate,3.22,3.28
Classical_Pat_5539,Pat Mauriello,0.5,Classical,Brass,38.0,19.0,,1890,135,No,Vibrant,Private Collection,728.26,801.42
Renaissance_Cruz_5540,Cruz Schumann,,Renaissance,Aluminium,15.0,7.0,574.0,1926,99,No,Expressive,Inherited Estate,7.31,6.78
Renaissance_Jo_5541,Jo Martinez,0.85,Renaissance,Brass,13.0,7.0,3996.0,1957,68,Yes,Rustic,Acquired from Artist,31.7,38.03
Baroque_John_5542,John Buchanan,,Baroque,Bronze,22.0,16.0,12204.0,1983,42,Yes,Vibrant,Auctioned in London,5.19,5.36
Abstract_Fannie_5543,Fannie Kinley,,Abstract,Bronze,37.0,15.0,,1964,61,Yes,Elegant,Inherited Estate,100.62,92.09
Baroque_Lakisha_5544,Lakisha Burklow,0.59,Baroque,Aluminium,27.0,,365.0,1909,116,No,Vibrant,Gallery Exhibition,3.4,3.8
Abstract_Ashely_5545,Ashely Hilser,0.78,Abstract,Clay,9.0,4.0,147.0,1890,135,No,Polished,Auctioned in London,4.01,5.98
Minimalist_Deborah_5546,Deborah Garcia,0.31,Minimalist,Brass,31.0,6.0,16025.0,1918,107,No,Vibrant,Auctioned in New York,58.73,54.26
Renaissance_Gregory_5547,Gregory Miller,0.54,Renaissance,Brass,14.0,8.0,4851.0,1916,109,No,Polished,Auctioned in London,14.92,15.11
Baroque_Ivey_5548,Ivey White,0.79,Baroque,Marble,18.0,8.0,37164.0,1955,70,Yes,Vibrant,Auctioned in New York,145.12,195.4
Classical_Mark_5549,Mark Wilkerson,0.1,Classical,Marble,4.0,4.0,568.0,1973,52,Yes,Vibrant,Acquired from Artist,5.07,5.77
Renaissance_Latoya_5550,Latoya Romero,0.15,Renaissance,Stone,18.0,6.0,84383.0,1854,171,No,Rustic,Museum Deaccession,211.59,201.25
Abstract_Jason_5551,Jason Abbott,0.24,Abstract,Stone,39.0,12.0,2252759.0,2018,7,Yes,Minimal,Museum Deaccession,2019.97,2899.8
Minimalist_Ross_5552,Ross Weidler,0.23,Minimalist,Bronze,31.0,23.0,70415.0,1885,140,No,Polished,Museum Deaccession,42.56,52.29
Modern_Sally_5553,Sally Whitmire,0.7,Modern,Brass,10.0,5.0,513.0,1879,146,No,Intricate,Inherited Estate,4.34,4.05
Contemporary_Herbert_5554,Herbert Bonenfant,0.71,Contemporary,Marble,26.0,9.0,254309.0,1907,118,No,Intricate,Auctioned in New York,154.85,164.04
Abstract_Jessie_5555,Jessie Hardwick,0.88,Abstract,Wood,22.0,9.0,355.0,1921,104,No,Polished,Acquired from Artist,4.65,5.04
Minimalist_Shirley_5556,Shirley Wyman,0.28,Minimalist,Bronze,19.0,10.0,6637.0,1994,31,Yes,Expressive,Auctioned in New York,2.75,3.56
Contemporary_Michael_5557,Michael Baer,0.5,Contemporary,Wood,12.0,7.0,127.0,1959,66,Yes,Vibrant,Auctioned in New York,5.72,6.54
Abstract_Jessie_5558,Jessie Huard,0.62,Abstract,Aluminium,25.0,,1999.0,1863,162,No,Rustic,Gallery Exhibition,11.8,14.66
Renaissance_James_5559,James Solis,0.5,Renaissance,Clay,29.0,14.0,3842.0,1932,93,No,Expressive,Private Collection,10.38,10.06
Renaissance_Michael_5560,Michael Terry,0.34,Renaissance,Marble,17.0,8.0,62782.0,1934,91,No,Vibrant,Auctioned in New York,274.41,291.17
Modern_William_5561,William Hays,0.4,Modern,Wood,12.0,6.0,97.0,1935,90,No,Intricate,Museum Deaccession,2.54,3.4
Classical_Margo_5562,Margo Brown,0.09,Classical,Wood,4.0,4.0,35.0,1908,117,No,Rustic,Inherited Estate,2.6,3.52
Baroque_Garland_5563,Garland Wright,0.81,Baroque,Aluminium,,4.0,26.0,1933,92,No,Minimal,Inherited Estate,2.81,3.42
Abstract_Mollie_5564,Mollie Edwards,0.24,Abstract,Bronze,6.0,,383.0,1884,141,No,Elegant,Private Collection,2.2,3.64
Abstract_Margaret_5565,Margaret Alton,0.83,Abstract,Bronze,25.0,15.0,24297.0,1952,73,Yes,Rustic,Gallery Exhibition,79.72,97.37
Modern_Thelma_5566,Thelma Friesner,0.75,Modern,,,17.0,5296.0,1953,72,Yes,Expressive,Gallery Exhibition,16.06,21.58
Modern_Henry_5567,Henry Salazar,0.79,Modern,Wood,,10.0,418.0,1936,89,No,Expressive,Gallery Exhibition,4.95,5.95
Renaissance_Dale_5568,Dale Aiyer,0.11,Renaissance,Brass,13.0,7.0,2656.0,1870,155,No,Elegant,Auctioned in New York,5.47,8.52
Renaissance_Robbi_5569,Robbi Bolen,0.95,Renaissance,,26.0,11.0,,1908,117,No,Elegant,Auctioned in New York,1569.01,2506.43
Renaissance_Diane_5570,Diane Meader,0.3,Renaissance,Aluminium,31.0,17.0,2879.0,1902,123,No,Elegant,Inherited Estate,8.17,7.78
Renaissance_Linda_5571,Linda Whitehouse,,Renaissance,,,5.0,403.0,1929,96,No,Rustic,Acquired from Artist,3.48,3.76
Contemporary_Christopher_5572,Christopher Enos,0.36,Contemporary,Aluminium,15.0,6.0,484.0,1939,86,No,Elegant,Gallery Exhibition,3.1,3.13
Abstract_James_5573,James White,,Abstract,Aluminium,68.0,50.0,25522.0,1943,82,No,Polished,Inherited Estate,61.77,65.07
